Property Type,Size(m²),Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress,district
Apartment,65,2,2,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 June 2024,12950,704,38850,12950,65454,23/02/2024,5421516,"Robert Jacobsens Vej, 2300 København, København S  - 2nd floor",København S
Room,28,1,5,Yes,No,No,Yes,No,No,No,No,Not specified,Yes,Not specified,Yes,,Unlimited,As soon as possible,7408,0,22224,7408,37040,23/02/2024,5421515,"Finsensvej, 2000 København, Frederiksberg  - 5th floor",Frederiksberg
Townhouse,108,4,0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,15000,1200,15000,15000,46200,22/02/2024,5421226,"Banehavestien, 2605 København, Brøndby ",Brøndby
Apartment,58,2,11,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12900,600,38700,12900,65100,23/02/2024,5421470,"Ørestads Boulevard, 2300 København, København S  - 11th floor",København S
Apartment,101,4,2,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,,Unlimited,As soon as possible,13200,1025,39600,0,53825,23/02/2024,5401972,"Skovlunde Torv, 2740 København, Skovlunde  - 2nd floor",Skovlunde
Apartment,73,3,1,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,As soon as possible,8019,700,24057,24057,56833,23/02/2024,5421468,"Frederikssundsvej, 2700 København, Brønshøj  - 1st floor",Brønshøj
Townhouse,122,4,0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,1 June 2024,17250,0,51750,17250,86250,23/02/2024,5421464,"Grønkløvervænget, 2625 København, Vallensbæk ",Vallensbæk
Apartment,104,5,0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,17300,1750,34600,17300,70950,23/02/2024,5421449,"Else Alfelts Vej, 2300 København, København S  - Ground floor",København S
Apartment,45,1,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,10200,850,20400,10200,41650,23/02/2024,5421448,"Else Alfelts Vej, 2300 København, København S  - Ground floor",København S
Apartment,92,4,2,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,15600,1600,31200,15600,64000,23/02/2024,5421447,"Else Alfelts Vej, 2300 København, København S  - 2nd floor",København S
Apartment,50,1,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,10500,850,21000,10500,42850,23/02/2024,5421446,"Else Alfelts Vej, 2300 København, København S  - Ground floor",København S
Apartment,97,3,9,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,14400,1000,43200,14400,73000,23/02/2024,5421441,"Ørestads Boulevard, 2300 København, København S  - 9th floor",København S
Apartment,32,1,3,No,No,No,Yes,No,No,No,No,No,No,No,No,-,Unlimited,27 March 2024,8000,650,24000,8000,40650,23/02/2024,5300357,"Lyngby Hovedgade, 2800 København, Kongens Lyngby  - 3rd floor",Kongens Lyngby
Room,14,1,0,Yes,No,No,No,Yes,No,No,Yes,Yes,Not specified,Yes,Not specified,-,1-11 months,As soon as possible,3500,0,0,3500,7000,23/02/2024,5255583,"Godthåbsvej, 2000 København, Frederiksberg ",Frederiksberg
Apartment,93,3,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 August 2024,13300,1050,39900,13300,67550,22/02/2024,5421350,"Grannålen, 2600 København, Glostrup  - 2nd floor",Glostrup
Apartment,96,3,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 August 2024,13400,1100,40200,13400,68100,22/02/2024,5421348,"Grannålen, 2600 København, Glostrup  - Ground floor",Glostrup
Apartment,139,5,3,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 August 2024,19000,1550,57000,19000,96550,22/02/2024,5421347,"Grannålen, 2600 København, Glostrup  - 3rd floor",Glostrup
Apartment,105,4,1,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,1 August 2024,14400,1150,43200,14400,73150,22/02/2024,5421346,"Grannålen, 2600 København, Glostrup  - 1st floor",Glostrup
Apartment,60,2,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 March 2024,13900,600,41700,13900,70100,22/02/2024,5275902,"Ved Amagerbanen, 2300 København, København S  - 2nd floor",København S
Apartment,86,3,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11400,1000,34200,11400,58000,22/02/2024,5421344,"Spættevangen, 2635 København, Ishøj  - Ground floor",Ishøj
Apartment,68,2,3,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10700,800,32100,10700,54300,22/02/2024,5421343,"Høje Taastrup Boulevard, 2630 København, Taastrup  - 3rd floor",Taastrup
Apartment,71,2,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10700,850,32100,10700,54350,22/02/2024,5421342,"Høje Taastrup Boulevard, 2630 København, Taastrup  - 2nd floor",Taastrup
Apartment,68,2,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10600,800,31800,10600,53800,22/02/2024,5421341,"Høje Taastrup Boulevard, 2630 København, Taastrup  - 2nd floor",Taastrup
Apartment,36,1,0,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,-,Unlimited,As soon as possible,4895,450,14685,4895,24925,22/02/2024,5335461,"Telegrafvej, 2750 København, Ballerup  - Ground floor",Ballerup
Apartment,104,3,5,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,13950,1314,27900,0,43164,22/02/2024,5394319,"Amalieparken, 2665 København, Vallensbæk Strand  - 5th floor",Vallensbæk Strand
Apartment,94,3,0,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,15950,1300,47850,15950,81050,22/02/2024,5421333,"Nørrebrogade, 2200 København, København N  - Ground floor",København N
Apartment,68,2,4,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10800,850,32400,10800,54850,22/02/2024,5421331,"Høje Taastrup Boulevard, 2630 København, Taastrup  - 4th floor",Taastrup
Apartment,104,4,2,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,15 May 2024,12500,1150,37500,12500,63650,14/02/2024,5419526,"Frøstjernestræde, 2640 København, Hedehusene  - 2nd floor",Hedehusene
Apartment,71,2,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10400,850,31200,10400,52850,22/02/2024,5421330,"Bornholms Allé, 2630 København, Taastrup  - Ground floor",Taastrup
Apartment,87,3,4,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 April 2024,16400,850,49200,16400,82850,22/02/2024,5300224,"Ved Amagerbanen, 2300 København, København S  - 4th floor",København S
Apartment,25,1,4,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,31 May 2024,7900,750,23700,7900,40250,22/02/2024,5421329,"Finsensvej, 2000 København, Frederiksberg  - 4th floor",Frederiksberg
Apartment,83,3,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 April 2024,15100,900,45300,15100,76400,22/02/2024,5336200,"Sennepsmarken, 2830 København, Virum  - Ground floor",Virum
Apartment,122,3,5,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 April 2024,18200,1300,54600,18200,92300,22/02/2024,5303755,"Hummeltoftevej, 2830 København, Virum  - 5th floor",Virum
Apartment,108,4,0,No,Yes,No,No,No,No,Yes,No,Not specified,Yes,Not specified,Not specified,-,Unlimited,10 May 2024,14995,800,44985,44985,105765,22/02/2024,4512248,"Frederiksborgvej, 2400 København, København NV  - Ground floor",København NV
Apartment,76,2,4,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11000,850,33000,11000,55850,22/02/2024,5421243,"Bornholms Allé, 2630 København, Taastrup  - 4th floor",Taastrup
Apartment,55,2,4,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,31 March 2024,12650,550,37950,12650,63800,22/02/2024,5421242,"Michael Strunges Vej, 2300 København, København S  - 4th floor",København S
Apartment,78,4,6,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,13200,900,39600,13200,66900,22/02/2024,5421229,"Hørkær, 2730 København, Herlev  - 6th floor",Herlev
Apartment,60,2,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,10100,800,10100,10100,31100,22/02/2024,5421223,"Baneleddet, 2605 København, Brøndby  - Ground floor",Brøndby
Apartment,69,2,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,10400,800,10400,10400,32000,22/02/2024,5421222,"Baneleddet, 2605 København, Brøndby  - 1st floor",Brøndby
Apartment,76,2,3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,10700,800,10700,10700,32900,22/02/2024,5421221,"Baneleddet, 2605 København, Brøndby  - 3rd floor",Brøndby
Apartment,80,3,2,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,11600,1000,11600,11600,35800,22/02/2024,5421220,"Baneleddet, 2605 København, Brøndby  - 2nd floor",Brøndby
Apartment,76,2,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 July 2024,10400,800,10400,10400,32000,22/02/2024,5421219,"Baneleddet, 2605 København, Brøndby  - 1st floor",Brøndby
Apartment,79,2,2,No,No,No,No,No,No,No,No,No,No,No,No,,Unlimited,1 April 2024,10305,907,30915,10305,52432,22/02/2024,4758687,"Egebjerg Bygade, 2750 København, Ballerup  - 2nd floor",Ballerup
Apartment,33,1,4,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8200,400,24600,8200,41400,22/02/2024,5421214,"Irlandsvej, 2300 København, København S  - 4th floor",København S
Apartment,33,1,1,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,30 April 2024,8300,400,24900,8300,41900,22/02/2024,5421212,"Irlandsvej, 2300 København, København S  - 1st floor",København S
Apartment,124,3,5,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,1-11 months,As soon as possible,8000,0,8000,8000,24000,22/02/2024,5274190,"Halfdansgade, 2300 København, København S  - 5th floor",København S
Apartment,61,2,3,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Yes,,Unlimited,As soon as possible,9865,900,29595,29595,69955,22/02/2024,5421190,"Hollænderdybet, 2300 København, København S  - 3rd floor",København S
Apartment,141,4,7,Yes,No,No,Yes,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,1 August 2024,26000,1500,78000,,105500,22/02/2024,4406395,"Margretheholmsvej, 1432 København, København K  - 7th floor",København K
Apartment,108,3,0,No,No,Yes,No,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,15 April 2024,29000,1000,87000,29000,146000,22/02/2024,5194178,"Kollegievej, 2920 København, Charlottenlund  - Ground floor",Charlottenlund
Apartment,107,4,10,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Not specified,Not specified,,Unlimited,1 April 2024,14600,1225,43800,14600,74225,22/02/2024,5426282,"Hannemanns Allé, 2300 København, København S  - 10th floor",København S
Room,25,1,5,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Not specified,Not specified,,1-11 months,As soon as possible,5800,0,2000,5800,13600,22/02/2024,5420133,"Nørre Allé, 2200 København, København N  - 5th floor",København N
Apartment,120,4,1,No,No,Yes,No,Not specified,Not specified,No,Yes,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,32000,1000,96000,32000,161000,22/02/2024,5326051,"Kollegievej, 2920 København, Charlottenlund  - 1st floor",Charlottenlund
Apartment,82,3,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,31 March 2024,12100,950,36300,12100,61450,22/02/2024,5421156,"Mejsevangen, 2635 København, Ishøj  - 1st floor",Ishøj
Apartment,27,1,3,No,No,No,Yes,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,6945,500,20835,6945,35225,22/02/2024,5381082,"Dortheavej, 2400 København, København NV  - 3rd floor",København NV
Room,45,1,3,No,No,No,No,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,15 April 2024,6069,520,18207,6069,30865,22/02/2024,5421142,"Ebertsgade, 2300 København, København S  - 3rd floor",København S
Apartment,99,4,2,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 March 2024,16450,1000,49350,16450,83250,22/02/2024,5421168,"Margretheholmsvej, 1432 København, København K  - 2nd floor",København K
Apartment,133,4,3,Yes,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,12-23 months,As soon as possible,22000,,66000,0,88000,22/02/2024,5421135,"Skindergade, 1159 København, København K  - 3rd floor",København K
Room,24,1,1,Yes,No,No,No,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,,1-11 months,As soon as possible,5000,0,5000,5000,15000,22/02/2024,5266901,"Beethovensvej, 2450 København, København SV  - 1st floor",København SV
House,140,7,0,No,No,No,No,No,No,No,Yes,Yes,Yes,Not specified,Not specified,,Unlimited,As soon as possible,17500,0,52500,52500,122500,22/02/2024,4022296,"Tæbyvej, 2610 København, Rødovre ",Rødovre
Apartment,46,2,5,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,1 April 2024,10750,650,32250,10750,54400,22/02/2024,5421120,"Poppelstykket, 2450 København, København SV  - 5th floor",København SV
Apartment,35,1,3,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,8350,550,25050,8350,42300,22/02/2024,5421119,"Poppelstykket, 2450 København, København SV  - 3rd floor",København SV
Apartment,35,1,3,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,8200,550,24600,8200,41550,22/02/2024,5421117,"Poppelstykket, 2450 København, København SV  - 3rd floor",København SV
Apartment,35,1,2,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,1 April 2024,8200,550,24600,8200,41550,22/02/2024,5421116,"Poppelstykket, 2450 København, København SV  - 2nd floor",København SV
Apartment,71,2,1,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,,Unlimited,1 May 2024,11100,950,33300,11100,56450,22/02/2024,5421115,"Bybuen, 2740 København, Skovlunde  - 1st floor",Skovlunde
Apartment,33,1,19,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,,Unlimited,1 July 2024,9750,798,19500,0,30048,22/02/2024,5421105,"Dybbølsbro, 1577 København, København V  - 19th floor",København V
Apartment,33,1,16,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,,Unlimited,15 April 2024,9900,798,19800,0,30498,22/02/2024,5421104,"Dybbølsbro, 1577 København, København V  - 16th floor",København V
Apartment,229,5,3,No,No,No,No,No,No,No,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,1 May 2024,32800,1500,98400,32800,165500,22/02/2024,5421099,"Wildersgade, 1408 København, København K  - 3rd floor",København K
Room,25,1,1,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Not specified,Not specified,,24+ months,15 April 2024,3500,650,8000,0,12150,21/02/2024,5324945,"Ordrupvej, 2920 København, Charlottenlund  - 1st floor",Charlottenlund
Apartment,88,3,0,No,No,No,No,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,-,Unlimited,1 May 2024,14300,1040,42900,14300,72540,21/02/2024,5421057,"Teglholmsgade, 2450 København, København SV  - Ground floor",København SV
House,144,4,0,No,No,No,No,No,No,No,Yes,Yes,Yes,Not specified,Yes,-,Unlimited,As soon as possible,22000,1150,66000,0,89150,21/02/2024,5421056,"Linde Alle, 2600 København, Glostrup ",Glostrup
Room,16,1,3,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,,1-11 months,1 May 2024,7000,0,14000,7000,28000,21/02/2024,5206981,"Westend, 1661 København, København V  - 3rd floor",København V
Apartment,123,4,0,No,No,No,No,Not specified,Not specified,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,19639,760,58917,58917,138233,21/02/2024,5421034,"Peter Bangs Vej, 2000 København, Frederiksberg  - Ground floor",Frederiksberg
Apartment,105,4,1,No,No,No,Yes,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,14 July 2024,14500,,43500,14500,72500,21/02/2024,5421026,"Else Alfelts Vej, 2300 København, København S  - 1st floor",København S
Apartment,32,1,4,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,30 April 2024,7800,600,23400,7800,39600,21/02/2024,5279033,"Gammel Køge Landevej, 2500 København, Valby  - 4th floor",Valby
Apartment,50,2,2,Yes,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Yes,Not specified,Not specified,-,1-11 months,1 April 2024,11900,1500,35700,0,49100,21/02/2024,4936112,"Gothersgade, 1123 København, København K  - 2nd floor",København K
Apartment,57,2,2,No,Yes,No,No,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,,Unlimited,1 June 2024,8500,800,25500,8500,43300,21/02/2024,5184895,"Buddingevej, 2860 København, Søborg  - 2nd floor",Søborg
Apartment,132,4,4,No,Yes,No,Not specified,Not specified,Not specified,Yes,Not specified,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,20000,1000,60000,40000,121000,21/02/2024,5421014,"Østerbrogade, 2100 København, København Ø  - 4th floor",København Ø
Apartment,84,3,5,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 April 2024,14600,850,43800,14600,73850,21/02/2024,5184806,"Emma Gads Vej, 2300 København, København S  - 5th floor",København S
Apartment,31,1,3,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,30 April 2024,8100,750,24300,8100,41250,21/02/2024,5343555,"Vanløse Allé, 2720 København, Vanløse  - 3rd floor",Vanløse
Apartment,29,1,2,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,30 April 2024,7800,750,23400,7800,39750,21/02/2024,5421011,"Vanløse Allé, 2720 København, Vanløse  - 2nd floor",Vanløse
Apartment,66,2,6,Yes,No,Yes,Yes,No,No,No,No,Not specified,Not specified,Not specified,Not specified,,24+ months,As soon as possible,12900,1500,38700,0,53100,21/02/2024,5313535,"Teglholmsgade, 2450 København, København SV  - 6th floor",København SV
Apartment,38,1,3,No,No,No,No,No,Yes,No,No,Not specified,Not specified,Not specified,Not specified,-,Unlimited,As soon as possible,6950,428,20850,6950,35178,21/02/2024,5420991,"Følager, 2500 København, Valby  - 3rd floor",Valby
Apartment,64,3,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,30 April 2024,12700,700,38100,12700,64200,21/02/2024,5420989,"Halldór Laxness Vej, 2300 København, København S  - Ground floor",København S
Apartment,124,3,7,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Yes,-,12-23 months,1 October 2024,32500,2500,97500,0,132500,21/02/2024,5420987,"George Marshall Vej, 2450 København, København SV  - 7th floor",København SV
Apartment,131,3,3,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Not specified,Yes,-,Unlimited,1 July 2024,25450,1400,76350,25450,128650,21/02/2024,4963305,"Amager Strandvej, 2300 København, København S  - 3rd floor",København S
Room,8,1,0,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,,1-11 months,As soon as possible,3790,0,7580,0,11370,13/01/2024,5260499,"Bakketoppen, 2830 København, Virum ",Virum
Room,15,1,1,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Not specified,Yes,,Unlimited,As soon as possible,7000,700,21000,7000,35700,21/02/2024,5420893,"Holsteinsgade, 2100 København, København Ø  - 1st floor",København Ø
Apartment,96,3,3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,15 July 2024,14500,900,43500,14500,73400,21/02/2024,5420972,"Else Alfelts Vej, 2300 København, København S  - 3rd floor",København S
Apartment,83,3,0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Not specified,Not specified,Not specified,-,Unlimited,15 May 2024,14550,1000,43650,14550,73750,21/02/2024,4355054,"Dieselvej, 2450 København, København SV  - Ground floor",København SV
Apartment,97,2,0,No,No,No,Not specified,Yes,Not specified,Yes,Not specified,Yes,Yes,Not specified,Not specified,-,12-23 months,As soon as possible,16900,900,50700,16900,85400,21/02/2024,4574885,"Mariendalsvej, 2000 København, Frederiksberg  - Ground floor",Frederiksberg
Apartment,35,1,4,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,1 May 2024,8250,550,24750,8250,41800,14/02/2024,5419520,"Poppelstykket, 2450 København, København SV  - 4th floor",København SV
Apartment,117,3,3,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Not specified,Not specified,,Unlimited,1 May 2024,27800,1030,83400,27800,140030,21/02/2024,5420956,"Ny Østergade, 1101 København, København K  - 3rd floor",København K
Apartment,32.3,1,1,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,,Unlimited,1 April 2024,7534,500,22602,7534,38170,21/02/2024,5399585,"Theklavej, 2400 København, København NV  - 1st floor",København NV
Apartment,25,1,2,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,,Unlimited,As soon as possible,6600,650,19800,6600,33650,21/02/2024,5403542,"Gl. Jernbanevej, 2800 København, Kongens Lyngby  - 2nd floor",Kongens Lyngby
Apartment,105,4,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,10 July 2024,14300,1000,42900,14300,72500,21/02/2024,5420916,"Sydvestvej, 2600 København, Glostrup  - 1st floor",Glostrup
Apartment,86,3,2,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,10 July 2024,12300,800,36900,12300,62300,21/02/2024,5420910,"Sydvestvej, 2600 København, Glostrup  - 2nd floor",Glostrup
